asx_code,company_name,gics_industry_group,ticker_yf,security_type,is_etf
SXL,SOUTHERN CROSS MEDIA GROUP LIMITED,Media & Entertainment,SXL.AX,Equity,False
SUH,SOUTHERN HEMISPHERE MINING LIMITED,Materials,SUH.AX,Equity,False
SPD,SOUTHERN PALLADIUM LIMITED,Materials,SPD.AX,Equity,False
SVM,SOVEREIGN METALS LIMITED,Materials,SVM.AX,Equity,False
SPA,SPACETALK LTD,Software & Services,SPA.AX,Equity,False
SPN,SPARC TECHNOLOGIES LIMITED,Materials,SPN.AX,Equity,False
SPK,SPARK NEW ZEALAND LIMITED,Telecommunication Services,SPK.AX,Equity,False
SPG,SPC GLOBAL HOLDINGS LTD,"Food, Beverage & Tobacco",SPG.AX,Equity,False
STW,SPDR S&P/ASX 200 ETF,Not Applic,STW.AX,ETF,True
SLF,SPDR S&P/ASX 200 LISTED PROPERTY ETF,Not Applic,SLF.AX,ETF,True
SFY,SPDR S&P/ASX 50 ETF,Not Applic,SFY.AX,ETF,True
SP3,SPECTUR LIMITED,Technology Hardware & Equipment,SP3.AX,Equity,False
SPX,SPENDA LIMITED,Software & Services,SPX.AX,Equity,False
SEC,SPHERIA EMERGING COMPANIES LIMITED,Not Applic,SEC.AX,Equity,False
ST1,SPIRIT TECHNOLOGY SOLUTIONS LTD,Software & Services,ST1.AX,Equity,False
SEG,SPORTS ENTERTAINMENT GROUP LIMITED,Media & Entertainment,SEG.AX,Equity,False
SHO,SPORTSHERO LIMITED,Media & Entertainment,SHO.AX,Equity,False
SIX,SPRINTEX LIMITED,Automobiles & Components,SIX.AX,Equity,False
SQX,SQX RESOURCES LIMITED,Materials,SQX.AX,Equity,False
SRG,SRG GLOBAL LIMITED,Capital Goods,SRG.AX,Equity,False
SRJ,SRJ TECHNOLOGIES GROUP PLC,Energy,SRJ.AX,Equity,False
SSH,SSH GROUP LTD,Energy,SSH.AX,Equity,False
SBM,ST BARBARA LIMITED,Materials,SBM.AX,Equity,False
SGQ,ST GEORGE MINING LIMITED,Materials,SGQ.AX,Equity,False
SKK,STAKK LIMITED,Telecommunication Services,SKK.AX,Equity,False
SMR,STANMORE RESOURCES LIMITED,Materials,SMR.AX,Equity,False
S66,STAR COMBO PHARMA LIMITED,Household & Personal Products,S66.AX,Equity,False
SMS,STAR MINERALS LIMITED,Materials,SMS.AX,Equity,False
SPL,STARPHARMA HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",SPL.AX,Equity,False
GAS,STATE GAS LIMITED,Energy,GAS.AX,Equity,False
GVF,STAUDE CAPITAL GLOBAL VALUE FUND LIMITED,Not Applic,GVF.AX,Fund,False
SVY,STAVELY MINERALS LIMITED,Materials,SVY.AX,Equity,False
SDF,STEADFAST GROUP LIMITED,Insurance,SDF.AX,Equity,False
SGI,STEALTH GROUP HOLDINGS LTD,Capital Goods,SGI.AX,Equity,False
SST,STEAMSHIPS TRADING COMPANY LIMITED,Capital Goods,SST.AX,Equity,False
SLB,STELAR METALS LIMITED,Materials,SLB.AX,Equity,False
SRZ,STELLAR RESOURCES LIMITED,Materials,SRZ.AX,Equity,False
STP,STEP ONE CLOTHING LIMITED,Consumer Discretionary Distribution & Retail,STP.AX,Equity,False
STH,STEPCHANGE HOLDINGS LIMITED,Software & Services,STH.AX,Equity,False
SGP,STOCKLAND,Equity Real Estate Investment Trusts (REITs),SGP.AX,Equity,False
SHE,STONEHORSE ENERGY LIMITED,Energy,SHE.AX,Equity,False
STG,STRAKER LIMITED,Media & Entertainment,STG.AX,Equity,False
SRT,STRATA INVESTMENT HOLDINGS PLC,Materials,SRT.AX,Equity,False
SMX,STRATA MINERALS LIMITED.,Materials,SMX.AX,Equity,False
SOR,STRATEGIC ELEMENTS LIMITED,Financial Services,SOR.AX,Equity,False
SER,STRATEGIC ENERGY RESOURCES LIMITED,Materials,SER.AX,Equity,False
SP8,STREAMPLAY STUDIO LIMITED,Media & Entertainment,SP8.AX,Equity,False
STK,STRICKLAND METALS LIMITED,Materials,STK.AX,Equity,False
STX,STRIKE ENERGY LIMITED,Energy,STX.AX,Equity,False
SRK,STRIKE RESOURCES LIMITED,Materials,SRK.AX,Equity,False
SMN,STRUCTURAL MONITORING SYSTEMS PLC,Technology Hardware & Equipment,SMN.AX,Equity,False
SLZ,SULTAN RESOURCES LTD,Materials,SLZ.AX,Equity,False
SNZ,SUMMERSET GROUP HOLDINGS LIMITED,Health Care Equipment & Services,SNZ.AX,Equity,False
SUM,SUMMIT MINERALS LIMITED,Materials,SUM.AX,Equity,False
SS1,SUN SILVER LIMITED,Materials,SS1.AX,Equity,False
SUN,SUNCORP GROUP LIMITED,Insurance,SUN.AX,Equity,False
SRL,SUNRISE ENERGY METALS LIMITED,Materials,SRL.AX,Equity,False
SHN,SUNSHINE METALS LIMITED,Materials,SHN.AX,Equity,False
STM,SUNSTONE METALS LTD,Materials,STM.AX,Equity,False
SUL,SUPER RETAIL GROUP LIMITED,Consumer Discretionary Distribution & Retail,SUL.AX,Equity,False
SPQ,SUPERIOR RESOURCES LIMITED,Materials,SPQ.AX,Equity,False
SLC,SUPERLOOP LIMITED,Telecommunication Services,SLC.AX,Equity,False
SNL,SUPPLY NETWORK LIMITED,Consumer Discretionary Distribution & Retail,SNL.AX,Equity,False
SRN,SUREFIRE RESOURCES NL,Materials,SRN.AX,Equity,False
SW1,SWIFT NETWORKS GROUP LIMITED,Media & Entertainment,SW1.AX,Equity,False
SWP,SWOOP HOLDINGS LIMITED,Telecommunication Services,SWP.AX,Equity,False
SYL,SYMAL GROUP LIMITED,Capital Goods,SYL.AX,Equity,False
SOP,SYNERTEC CORPORATION LIMITED,Commercial & Professional Services,SOP.AX,Equity,False
SM1,SYNLAIT MILK LIMITED,"Food, Beverage & Tobacco",SM1.AX,Equity,False
SNT,SYNTARA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",SNT.AX,Equity,False
SYR,SYRAH RESOURCES LIMITED,Materials,SYR.AX,Equity,False
TAH,TABCORP HOLDINGS LIMITED,Consumer Services,TAH.AX,Equity,False
T88,TAITON RESOURCES LIMITED,Materials,T88.AX,Equity,False
TLG,TALGA GROUP LTD,Materials,TLG.AX,Equity,False
TD1,TALI DIGITAL LIMITED,Health Care Equipment & Services,TD1.AX,Equity,False
TR2,TALI RESOURCES LTD,Materials,TR2.AX,Equity,False
TLM,TALISMAN MINING LIMITED,Materials,TLM.AX,Equity,False
TAL,TALIUS GROUP LIMITED,Software & Services,TAL.AX,Equity,False
TWD,TAMAWOOD LIMITED,Consumer Durables & Apparel,TWD.AX,Equity,False
TBN,TAMBORAN RESOURCES CORPORATION,Energy,TBN.AX,Equity,False
TMB,TAMBOURAH METALS LTD,Materials,TMB.AX,Equity,False
TAM,TANAMI GOLD NL,Materials,TAM.AX,Equity,False
TR8,TARRINA RESOURCES LIMITED,Consumer Staples Distribution & Retail,TR8.AX,Equity,False
TAT,TARTANA MINERALS LIMITED,Media & Entertainment,TAT.AX,Equity,False
TAR,TARUGA MINERALS LIMITED,Materials,TAR.AX,Equity,False
TFL,TASFOODS LIMITED,"Food, Beverage & Tobacco",TFL.AX,Equity,False
TAS,TASMAN RESOURCES LTD,Materials,TAS.AX,Equity,False
TEA,TASMEA LIMITED,Capital Goods,TEA.AX,Equity,False
TIP,TEAMINVEST PRIVATE GROUP LIMITED,Financial Services,TIP.AX,Equity,False
TG1,TECHGEN METALS LTD,Materials,TG1.AX,Equity,False
TNE,TECHNOLOGY ONE LIMITED,Software & Services,TNE.AX,Equity,False
TLX,TELIX PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",TLX.AX,Equity,False
TLS,TELSTRA GROUP LIMITED,Telecommunication Services,TLS.AX,Equity,False
TIO,TEMAS RESOURCES CORP.,Materials,TIO.AX,Equity,False
TEM,TEMPEST MINERALS LIMITED,Materials,TEM.AX,Equity,False
TPW,TEMPLE & WEBSTER GROUP LTD,Consumer Discretionary Distribution & Retail,TPW.AX,Equity,False
TMS,TENNANT MINERALS LIMITED,Materials,TMS.AX,Equity,False
T92,TERRA CRITICAL MINERALS LIMITED,Energy,T92.AX,Equity,False
TM1,TERRA METALS LIMITED,Energy,TM1.AX,Equity,False
TER,TERRACOM LIMITED,Energy,TER.AX,Equity,False
TGH,TERRAGEN HOLDINGS LIMITED,Materials,TGH.AX,Equity,False
TMX,TERRAIN MINERALS LIMITED,Materials,TMX.AX,Equity,False
TZN,TERRAMIN AUSTRALIA LIMITED.,Materials,TZN.AX,Equity,False
TSO,TESORO GOLD LTD,Materials,TSO.AX,Equity,False
TES,TEST SECURITY,Class Pend,TES.AX,Equity,False
TTX,TETRATHERIX LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",TTX.AX,Equity,False
TG6,TG METALS LIMITED,Materials,TG6.AX,Equity,False
A2M,THE A2 MILK COMPANY LIMITED,"Food, Beverage & Tobacco",A2M.AX,Equity,False
AU1,THE AGENCY GROUP AUSTRALIA LTD,Real Estate Management & Development,AU1.AX,Equity,False
WAG,THE AUSTRALIAN WEALTH ADVISORS GROUP LIMITED,Financial Services,WAG.AX,Equity,False
CCO,THE CALMER CO INTERNATIONAL LIMITED,Household & Personal Products,CCO.AX,Equity,False
HPC,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,Household & Personal Products,HPC.AX,Equity,False
TLC,THE LOTTERY CORPORATION LIMITED,Consumer Services,TLC.AX,Equity,False
SGR,THE STAR ENTERTAINMENT GROUP LIMITED,Consumer Services,SGR.AX,Equity,False
TGM,THETA GOLD MINES LIMITED,Materials,TGM.AX,Equity,False
TT1,THINK TANK RESIDENTIAL SERIES 2024-1 TRUST,Not Applic,TT1.AX,Trust,False
TT2,THINK TANK RESIDENTIAL SERIES 2025-2 TRUST,Not Applic,TT2.AX,Trust,False
THR,THOR ENERGY PLC,Materials,THR.AX,Equity,False
TOP,THORNEY OPPORTUNITIES LTD,Not Applic,TOP.AX,Equity,False
TEK,THORNEY TECHNOLOGIES LTD,Not Applic,TEK.AX,Equity,False
1TT,THRIVE TRIBE TECHNOLOGIES LIMITED,Software & Services,1TT.AX,Equity,False
THB,THUNDERBIRD RESOURCES LIMITED,Materials,THB.AX,Equity,False
TIA,TIAN AN AUSTRALIA LIMITED,Real Estate Management & Development,TIA.AX,Equity,False
TIG,TIGERS REALM COAL LIMITED,Materials,TIG.AX,Equity,False
TML,TIMAH RESOURCES LIMITED,Utilities,TML.AX,Equity,False
TNY,TINYBEANS GROUP LTD,Media & Entertainment,TNY.AX,Equity,False
TRP,TISSUE REPAIR LTD,"Pharmaceuticals, Biotechnology & Life Sciences",TRP.AX,Equity,False
TTM,TITAN MINERALS LIMITED,Materials,TTM.AX,Equity,False
TSL,TITANIUM SANDS LIMITED,Materials,TSL.AX,Equity,False
TTT,TITOMIC LIMITED,Materials,TTT.AX,Equity,False
TVN,TIVAN LIMITED,Materials,TVN.AX,Equity,False
TOU,TLOU ENERGY LIMITED,Energy,TOU.AX,Equity,False
TMK,TMK ENERGY LIMITED,Energy,TMK.AX,Equity,False
TOK,TOLU MINERALS LIMITED.,Materials,TOK.AX,Equity,False
TI1,TOMBADOR IRON LIMITED,Materials,TI1.AX,Equity,False
TEE,TOP END ENERGY LIMITED,Energy,TEE.AX,Equity,False
TOE,TORO ENERGY LIMITED,Energy,TOE.AX,Equity,False
TOR,TORQUE METALS LIMITED..,Materials,TOR.AX,Equity,False
TTZ,TORRENS SERIES 2016-1 TRUST,Not Applic,TTZ.AX,Trust,False
TRE,TOUBANI RESOURCES LIMITED,Materials,TRE.AX,Equity,False
TVL,TOUCH VENTURES LIMITED,Financial Services,TVL.AX,Equity,False
THL,TOURISM HOLDINGS RENTALS LIMITED,Transportation,THL.AX,Equity,False
TWR,TOWER LIMITED,Insurance,TWR.AX,Equity,False
TPC,TPC CONSOLIDATED LIMITED,Utilities,TPC.AX,Equity,False
TPG,TPG TELECOM LIMITED.,Telecommunication Services,TPG.AX,Equity,False
TRJ,TRAJAN GROUP HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",TRJ.AX,Equity,False
TCO,TRANSMETRO CORPORATION LIMITED,Consumer Services,TCO.AX,Equity,False
TA1,TRANSURBAN FINANCE COMPANY PTY LTD,Not Applic,TA1.AX,Equity,False
TCL,TRANSURBAN GROUP,Transportation,TCL.AX,Equity,False
XVG,TREASURY CORPORATION OF VICTORIA,Not Applic,XVG.AX,Equity,False
TWE,TREASURY WINE ESTATES LIMITED,"Food, Beverage & Tobacco",TWE.AX,Equity,False
TKM,TREK METALS LIMITED,Materials,TKM.AX,Equity,False
TEG,TRIANGLE ENERGY (GLOBAL) LIMITED,Energy,TEG.AX,Equity,False
TGF,TRIBECA GLOBAL NATURAL RESOURCES LIMITED,Not Applic,TGF.AX,Equity,False
TBR,TRIBUNE RESOURCES LIMITED,Materials,TBR.AX,Equity,False
TMG,TRIGG MINERALS LIMITED,Materials,TMG.AX,Equity,False
TT6,TRITON BOND TRUST 2021-1 IN RESPECT OF SERIES 1,Not Applic,TT6.AX,Trust,False
TON,TRITON MINERALS LTD,Materials,TON.AX,Equity,False
TRI,TRIVARX LTD,Health Care Equipment & Services,TRI.AX,Equity,False
TNC,TRUE NORTH COPPER LIMITED,Materials,TNC.AX,Equity,False
TRM,TRUSCOTT MINING CORPORATION LIMITED,Materials,TRM.AX,Equity,False
TRU,TRUSCREEN GROUP LIMITED,Health Care Equipment & Services,TRU.AX,Equity,False
TYP,TRYPTAMINE THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",TYP.AX,Equity,False
TUA,TUAS LIMITED,Telecommunication Services,TUA.AX,Equity,False
TGN,TUNGSTEN MINING NL,Materials,TGN.AX,Equity,False
TCG,TURACO GOLD LIMITED,Materials,TCG.AX,Equity,False
TRA,TURNERS AUTOMOTIVE GROUP LIMITED,Consumer Discretionary Distribution & Retail,TRA.AX,Equity,False
TYX,TYRANNA RESOURCES LIMITED,Materials,TYX.AX,Equity,False
TYR,TYRO PAYMENTS LIMITED,Financial Services,TYR.AX,Equity,False
TZL,TZ LIMITED,Technology Hardware & Equipment,TZL.AX,Equity,False
UWC,UNDERWOOD CAPITAL LIMITED,Not Applic,UWC.AX,Equity,False
USL,UNICO SILVER LIMITED,Materials,USL.AX,Equity,False
UOS,UNITED OVERSEAS AUSTRALIA LIMITED,Real Estate Management & Development,UOS.AX,Equity,False
UNT,UNITH LTD,Media & Entertainment,UNT.AX,Equity,False
UBI,UNIVERSAL BIOSENSORS INC.,Health Care Equipment & Services,UBI.AX,Equity,False
UNI,UNIVERSAL STORE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,UNI.AX,Equity,False
UBN,URBANISE.COM LIMITED,Software & Services,UBN.AX,Equity,False
URF,US MASTERS RESIDENTIAL PROPERTY FUND,Equity Real Estate Investment Trusts (REITs),URF.AX,Fund,False
UCM,USCOM LIMITED,Health Care Equipment & Services,UCM.AX,Equity,False
UVA,UVRE LIMITED,Materials,UVA.AX,Equity,False
VR8,VANADIUM RESOURCES LIMITED,Materials,VR8.AX,Equity,False
VAR,VARISCAN MINES LIMITED,Materials,VAR.AX,Equity,False
VAU,VAULT MINERALS LIMITED,Materials,VAU.AX,Equity,False
VBX,VBX LIMITED,Materials,VBX.AX,Equity,False
VMG,VDM GROUP LIMITED,Capital Goods,VMG.AX,Equity,False
VR1,VECTION TECHNOLOGIES LTD,Software & Services,VR1.AX,Equity,False
VBS,VECTUS BIOSYSTEMS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",VBS.AX,Equity,False
VEE,VEEM LTD,Capital Goods,VEE.AX,Equity,False
VMS,VENARI MINERALS NL,Materials,VMS.AX,Equity,False
VNT,VENTIA SERVICES GROUP LIMITED,Capital Goods,VNT.AX,Equity,False
VMC,VENUS METALS CORPORATION LIMITED,Materials,VMC.AX,Equity,False
VBC,VERBREC LIMITED,Capital Goods,VBC.AX,Equity,False
VRS,VERIS LIMITED,Commercial & Professional Services,VRS.AX,Equity,False
VRL,VERITY RESOURCES LIMITED,Materials,VRL.AX,Equity,False
VTX,VERTEX MINERALS LIMITED,Materials,VTX.AX,Equity,False
VG1,VGI PARTNERS GLOBAL INVESTMENTS LIMITED,Not Applic,VG1.AX,Equity,False
VHM,VHM LIMITED,Materials,VHM.AX,Equity,False
VCX,VICINITY CENTRES,Equity Real Estate Investment Trusts (REITs),VCX.AX,Equity,False
VCD,VICINITY CENTRES TRUST,Not Applic,VCD.AX,Trust,False
VIG,VICTOR GROUP HOLDINGS LIMITED,Software & Services,VIG.AX,Equity,False
VTM,VICTORY METALS LIMITED,Materials,VTM.AX,Equity,False
VKA,VIKING MINES LIMITED,Materials,VKA.AX,Equity,False
VEN,VINTAGE ENERGY LTD,Energy,VEN.AX,Equity,False
VNL,VINYL GROUP LTD,Software & Services,VNL.AX,Equity,False
VGN,VIRGIN AUSTRALIA HOLDINGS LIMITED.,Transportation,VGN.AX,Equity,False
VMM,VIRIDIS MINING AND MINERALS LIMITED,Materials,VMM.AX,Equity,False
VFX,VISIONFLEX GROUP LIMITED,Health Care Equipment & Services,VFX.AX,Equity,False
VGL,VISTA GROUP INTERNATIONAL LIMITED.,Software & Services,VGL.AX,Equity,False
VLS,VITA LIFE SCIENCES LIMITED..,"Pharmaceuticals, Biotechnology & Life Sciences",VLS.AX,Equity,False
VML,VITAL METALS LIMITED,Materials,VML.AX,Equity,False
VHL,VITASORA HEALTH LIMITED,Health Care Equipment & Services,VHL.AX,Equity,False
VFY,VITRAFY LIFE SCIENCES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",VFY.AX,Equity,False
VIT,VITURA HEALTH LIMITED,Health Care Equipment & Services,VIT.AX,Equity,False
VEA,VIVA ENERGY GROUP LIMITED,Energy,VEA.AX,Equity,False
VVA,VIVA LEISURE LIMITED,Consumer Services,VVA.AX,Equity,False
VMT,VMOTO LIMITED,Automobiles & Components,VMT.AX,Equity,False
VPG,VODAFONE GROUP PLC.,Not Applic,VPG.AX,Equity,False
VPR,VOLT GROUP LIMITED,Utilities,VPR.AX,Equity,False
VRC,VOLT RESOURCES LIMITED,Materials,VRC.AX,Equity,False
VSR,VOLTAIC STRATEGIC RESOURCES LTD,Energy,VSR.AX,Equity,False
VN8,VONEX LIMITED..,Telecommunication Services,VN8.AX,Equity,False
VRX,VRX SILICA LIMITED,Materials,VRX.AX,Equity,False
VUL,VULCAN ENERGY RESOURCES LIMITED,Materials,VUL.AX,Equity,False
VSL,VULCAN STEEL LIMITED,Materials,VSL.AX,Equity,False
VYS,VYSARN LIMITED,Materials,VYS.AX,Equity,False
WAK,WA KAOLIN LIMITED,Materials,WAK.AX,Equity,False
WA1,WA1 RESOURCES LTD,Materials,WA1.AX,Equity,False
WGN,WAGNERS HOLDING COMPANY LIMITED,Materials,WGN.AX,Equity,False
WAA,WAM ACTIVE LIMITED,Not Applic,WAA.AX,Equity,False
WMA,WAM ALTERNATIVE ASSETS LIMITED,Not Applic,WMA.AX,Equity,False
WAM,WAM CAPITAL LIMITED,Not Applic,WAM.AX,Equity,False
WGB,WAM GLOBAL LIMITED,Not Applic,WGB.AX,Equity,False
WMX,WAM INCOME MAXIMISER LIMITED,Not Applic,WMX.AX,Equity,False
WLE,WAM LEADERS LIMITED,Not Applic,WLE.AX,Equity,False
WMI,WAM MICROCAP LIMITED,Not Applic,WMI.AX,Equity,False
WAX,WAM RESEARCH LIMITED,Not Applic,WAX.AX,Equity,False
WAR,WAM STRATEGIC VALUE LIMITED,Not Applic,WAR.AX,Equity,False
WTM,WARATAH MINERALS LIMITED,Materials,WTM.AX,Equity,False
WA8,WARRIEDAR RESOURCES LIMITED,Materials,WA8.AX,Equity,False
SOL,WASHINGTON H. SOUL PATTINSON AND COMPANY LIMITED,Financial Services,SOL.AX,Equity,False
WAT,WATERCO LIMITED,Consumer Durables & Apparel,WAT.AX,Equity,False
W2V,WAY 2 VAT LTD.,Software & Services,W2V.AX,Equity,False
WPR,WAYPOINT REIT,Equity Real Estate Investment Trusts (REITs),WPR.AX,Equity,False
WQG,WCM GLOBAL GROWTH LIMITED,Not Applic,WQG.AX,Equity,False
WEF,WEA FINANCE LLC AND WESTFIELD UK & EUROPE FINANCE PLC,Not Applic,WEF.AX,Equity,False
WEB,WEB TRAVEL GROUP LIMITED,Consumer Services,WEB.AX,Equity,False
WJL,WEBJET GROUP LIMITED,Consumer Services,WJL.AX,Equity,False
WBT,WEEBIT NANO LTD,Semiconductors & Semiconductor Equipment,WBT.AX,Equity,False
WLD,WELLARD LIMITED,"Food, Beverage & Tobacco",WLD.AX,Equity,False
WNX,WELLNEX LIFE LIMITED,"Food, Beverage & Tobacco",WNX.AX,Equity,False
WES,WESFARMERS LIMITED,Consumer Discretionary Distribution & Retail,WES.AX,Equity,False
WAF,WEST AFRICAN RESOURCES LIMITED,Materials,WAF.AX,Equity,False
WCE,WEST COAST SILVER LIMITED,Materials,WCE.AX,Equity,False
WC1,WEST COBAR METALS LIMITED,Materials,WC1.AX,Equity,False
WWI,WEST WITS MINING LIMITED,Materials,WWI.AX,Equity,False
WSR,WESTAR RESOURCES LIMITED,Materials,WSR.AX,Equity,False
WGR,WESTERN GOLD RESOURCES LIMITED.,Materials,WGR.AX,Equity,False
WMG,WESTERN MINES GROUP LTD,Materials,WMG.AX,Equity,False
WYX,WESTERN YILGARN NL,Materials,WYX.AX,Equity,False
WEN,WESTFIELD UK & EUROPE FINANCE PLC,Not Applic,WEN.AX,Equity,False
WGX,WESTGOLD RESOURCES LIMITED.,Materials,WGX.AX,Equity,False
WBC,WESTPAC BANKING CORPORATION,Banks,WBC.AX,Equity,False
WSI,WESTSTAR INDUSTRIAL LIMITED,Materials,WSI.AX,Equity,False
WCN,WHITE CLIFF MINERALS LIMITED,Materials,WCN.AX,Equity,False
WEC,WHITE ENERGY COMPANY LIMITED,Energy,WEC.AX,Equity,False
WBE,WHITEBARK ENERGY LTD,Energy,WBE.AX,Equity,False
WHI,WHITEFIELD INCOME LIMITED,Not Applic,WHI.AX,Equity,False
WHF,WHITEFIELD INDUSTRIALS LIMITED,Not Applic,WHF.AX,Equity,False
WHC,WHITEHAVEN COAL LIMITED,Energy,WHC.AX,Equity,False
WHK,WHITEHAWK LIMITED,Software & Services,WHK.AX,Equity,False
WIA,WIA GOLD LIMITED,Materials,WIA.AX,Equity,False
WOA,WIDE OPEN AGRICULTURE LTD,"Food, Beverage & Tobacco",WOA.AX,Equity,False
WC8,WILDCAT RESOURCES LIMITED,Materials,WC8.AX,Equity,False
WIN,WIN METALS LTD,Materials,WIN.AX,Equity,False
WEL,WINCHESTER ENERGY LTD,Energy,WEL.AX,Equity,False
WNR,WINGARA AG LTD,"Food, Beverage & Tobacco",WNR.AX,Equity,False
WR1,WINSOME RESOURCES LIMITED,Materials,WR1.AX,Equity,False
WTN,WINTON LAND LIMITED,Real Estate Management & Development,WTN.AX,Equity,False
WTC,WISETECH GLOBAL LIMITED,Software & Services,WTC.AX,Equity,False
WWG,WISEWAY GROUP LIMITED,Transportation,WWG.AX,Equity,False
WZR,WISR LIMITED,Financial Services,WZR.AX,Equity,False
WDS,WOODSIDE ENERGY GROUP LTD,Energy,WDS.AX,Equity,False
WOW,WOOLWORTHS GROUP LIMITED,Consumer Staples Distribution & Retail,WOW.AX,Equity,False
WOR,WORLEY LIMITED,Capital Goods,WOR.AX,Equity,False
WOT,WOTSO,Real Estate Management & Development,WOT.AX,Equity,False
WRK,WRKR LTD,Software & Services,WRK.AX,Equity,False
WTL,WT FINANCIAL GROUP LIMITED,Financial Services,WTL.AX,Equity,False
X2M,X2M CONNECT LIMITED,Technology Hardware & Equipment,X2M.AX,Equity,False
XGL,XAMBLE GROUP LIMITED,Media & Entertainment,XGL.AX,Equity,False
XRA,XENORA MINERALS LTD,Materials,XRA.AX,Equity,False
XRO,XERO LIMITED,Software & Services,XRO.AX,Equity,False
XPN,XPON TECHNOLOGIES GROUP LIMITED,Software & Services,XPN.AX,Equity,False
XRG,XREALITY GROUP LTD,Consumer Services,XRG.AX,Equity,False
XF1,XREF LIMITED,Software & Services,XF1.AX,Equity,False
XRF,XRF SCIENTIFIC LIMITED,Capital Goods,XRF.AX,Equity,False
XST,XSTATE RESOURCES LIMITED,Energy,XST.AX,Equity,False
YAL,YANCOAL AUSTRALIA LIMITED,Energy,YAL.AX,Equity,False
YRL,YANDAL RESOURCES LIMITED,Materials,YRL.AX,Equity,False
YAR,YARI MINERALS LIMITED,Materials,YAR.AX,Equity,False
YOJ,YOJEE LIMITED,Software & Services,YOJ.AX,Equity,False
YOW,YOWIE GROUP LTD,"Food, Beverage & Tobacco",YOW.AX,Equity,False
YUG,YUGO METALS LIMITED,Materials,YUG.AX,Equity,False
ZLD,ZELIRA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",ZLD.AX,Equity,False
ZNC,ZENITH MINERALS LIMITED,Materials,ZNC.AX,Equity,False
ZEO,ZEOTECH LIMITED,Materials,ZEO.AX,Equity,False
ZEU,ZEUS RESOURCES LIMITED,Energy,ZEU.AX,Equity,False
ZGL,ZICOM GROUP LIMITED,Capital Goods,ZGL.AX,Equity,False
ZMM,ZIMI LIMITED,Technology Hardware & Equipment,ZMM.AX,Equity,False
ZIM,ZIMPLATS HOLDINGS LIMITED,Materials,ZIM.AX,Equity,False
ZMI,ZINC OF IRELAND NL,Materials,ZMI.AX,Equity,False
ZIP,ZIP CO LIMITED..,Financial Services,ZIP.AX,Equity,False
ZNO,ZOONO GROUP LIMITED,Materials,ZNO.AX,Equity,False
ZAG,ZULEIKA GOLD LIMITED,Materials,ZAG.AX,Equity,False
